,name,ASSAULT,RECON,SUPPORT,ENGINEER,Kills,Matches_Won,Deaths,Assists,K/D,Game,LÚCIO,WIDOWMAKER,ZENYATTA,ECHO,SOJOURN,MAUGA,MEI,ZARYA,BRIGITTE,HANZO,REAPER,ORISA,ILLARI,LIFEWEAVER,SYMMETRA,KIRIKO,PHARAH,RAMATTRA,D.VA,CASSIDY,ASHE,SIGMA,MERCY,TORBJÖRN,WRECKING BALL,REINHARDT,GENJI,SOMBRA,ROADHOG,MOIRA,TRACER,WINSTON,BAPTISTE,DOOMFIST,SOLDIER: 76,JUNKRAT,BASTION,JUNKER QUEEN,ANA,Headshots,WLRatio,Revives,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH,TWITCH,ROOK,BLITZ,JÄGER,THERMITE,SLEDGE,BANDIT,CAVEIRA,LESION,SMOKE,BUCK,VIGIL,GSG 9,ELA,MUTE,FROST,DOC,HIBANA,KAPKAN,THATCHER,ACE,PULSE,FINKA,JACKAL,MIRA,SAS,ZOFIA,IQ,GRIDLOCK,BLACKBEARD,MONTAGNE,FUZE,GLAZ,FBI SWAT,CASTLE,ORYX,CLASH,WARDEN,NOMAD,KALI,AMARU,TACHANKA,CAPITÃO,MAVERICK,ALIBI,DOKKAEBI,THUNDERBIRD,MOZZIE,IANA,MELUSI,LION,MAESTRO,Mackay,Zain,Blasco,Lis,Irish,Paik,Falck,Sundance,Crawford,Angel,Boris,Dozer,Casper,Rao
1478,Noobasina,1,1,0,1,79670,12472.0,76692.0,24498.0,1.04,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15487.0,52.6,1209.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1479,Juice.Fresh,2,0,0,0,85779,12453.0,67924.0,16837.0,1.26,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26957.0,58.8,1788.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1480,DeleteShift,1,1,0,0,51106,12434.0,26949.0,16596.0,1.9,Rainbow,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17142.0,86.3,1609.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1481,Kamelot.,2,0,0,0,85697,12426.0,58054.0,14739.0,1.48,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32686.0,57.2,1558.0,,,,,,,,,,,,,,,,,,,,,1,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1482,Mapama_,1,0,1,1,74392,12410.0,48348.0,20218.0,1.54,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22380.0,73.0,1747.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1483,zMxnezes,1,0,0,1,62018,12418.0,34536.0,7373.0,1.8,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10919.0,84.7,687.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1484,Ziusudra-IQ,2,0,0,1,70531,12398.0,57142.0,15174.0,1.23,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17404.0,52.5,1953.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1485,FUZZYwoo452,2,0,0,1,57016,12403.0,45768.0,15358.0,1.25,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13819.0,64.5,1399.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1486,ALhagawi-,1,0,0,0,112827,12385.0,100997.0,31943.0,1.12,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37440.0,52.8,3109.0,,,,,,,,,,,,,,,,,,,,,1,,,1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1487,silverhunt27,3,0,0,0,76228,12385.0,67409.0,15006.0,1.13,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15082.0,51.6,925.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1488,Bagman.ACEs,1,0,0,0,68306,12623.0,61130.0,24266.0,1.12,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27523.0,72.7,1189.0,,,,,,,,,,,,,,,,,,,,,1,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1489,GunningGuru,0,1,0,2,57898,12619.0,37661.0,17729.0,1.54,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20281.0,80.9,1017.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1490,tyswagger100,3,0,0,0,56768,12619.0,75527.0,18860.0,0.75,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9497.0,46.8,2017.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1491,PGC_CrazyTornado,3,0,0,0,66575,12633.0,71829.0,13718.0,0.93,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13248.0,50.0,1875.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1492,Jqku,1,1,0,1,64534,12588.0,31715.0,14685.0,2.03,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19698.0,81.7,1514.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1493,DamnnnnDaddy,2,0,0,1,84403,12587.0,46428.0,16905.0,1.82,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20078.0,64.4,1556.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1494,Lewisited,0,1,0,1,78149,12560.0,43144.0,9910.0,1.81,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15136.0,71.3,1332.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1495,ElQaRAoUi,0,1,0,1,77528,12551.0,50848.0,9264.0,1.52,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14291.0,75.7,704.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1496,frosttime,2,0,0,1,96729,12524.0,86698.0,20064.0,1.12,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28314.0,59.6,1567.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1497,T3J.Stilnox,0,0,2,1,10658,12508.0,10546.0,2994.0,1.01,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468.0,51.6,332.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1498,GR8GAZOO74,3,0,0,0,82755,12495.0,78638.0,15497.0,1.05,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13726.0,51.9,776.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1499,Purlux,1,0,0,1,97357,12493.0,63549.0,22330.0,1.53,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36689.0,73.2,1375.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1500,bougi420,1,1,1,0,69834,12492.0,74880.0,18081.0,0.93,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19225.0,49.6,2269.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1501,YxsEclezya,0,1,0,1,70566,12488.0,40256.0,18144.0,1.75,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23310.0,79.7,1480.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1502,Trusty_Elric,2,1,0,0,59718,11184.0,36696.0,16308.0,1.63,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22666.0,73.0,1221.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1503,vArxqz,2,0,0,1,71153,11181.0,73694.0,19682.0,0.97,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20055.0,55.4,1828.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1504,MightyChicken007,3,0,0,0,67306,11176.0,63822.0,16402.0,1.05,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17920.0,49.9,1909.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1505,IILostrandomll,1,0,0,1,91010,11174.0,77771.0,18711.0,1.17,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19488.0,58.9,1108.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1506,TwRn444,1,0,0,1,100765,11172.0,87666.0,19008.0,1.15,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25850.0,52.6,1155.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1507,CosmicFlower1991,1,0,1,1,102550,11171.0,96733.0,28041.0,1.06,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31105.0,50.6,3254.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1508,Qoaa KiX,2,0,0,0,77421,11169.0,77054.0,14657.0,1.0,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17994.0,50.0,1780.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1509,tgL.Swake,2,0,0,0,55958,11167.0,43976.0,13605.0,1.27,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21369.0,70.1,1223.0,,,,,,,,,,,,,,,,,,,,,1,,,0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1510,ETM99--,1,0,0,1,75011,11159.0,42861.0,13051.0,1.75,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17816.0,74.8,1518.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1511,Shout_UP,2,0,0,1,8123,11154.0,8847.0,2286.0,0.92,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.0,50.9,237.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1512,ilLuuKzz,0,0,0,1,81864,11149.0,43627.0,10849.0,1.88,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16902.0,75.9,1021.0,,,,,,,,,,,,,,,,,,,,,1,,,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1513,SgtSmallFace,1,1,0,1,48177,11144.0,17083.0,12360.0,2.82,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17230.0,91.2,1697.0,,,,,,,,,,,,,,,,,,,,,0,,,0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
1514,Nomad Streicher,0,1,0,1,71951,11135.0,39695.0,11788.0,1.81,Rainbow,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18477.0,62.2,1085.0,,,,,,,,,,,,,,,,,,,,,0,,,1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
