,name,Kills,Wins,Matches Played,Revives,Headshots,BANGALORE,LOBA,LIFELINE,PATHFINDER,BLOODHOUND,HORIZON,MAD MAGGIE,FUSE,RAMPART,WATTSON,BALLISTIC,SEER,CAUSTIC,VANTAGE,CRYPTO,NEWCASTLE,GIBRALTAR,CATALYST,CONDUIT,REVENANT,VALKYRIE,MIRAGE,OCTANE,ASH,WRAITH
525,ANTMANx-,47080,3186.0,14796.0,,51243.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,Shawnfleee_TV,66516,3191.0,1222.0,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
527,Mrgrizzly_TTV,71694,3182.0,,2199.0,331.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
528,Youies,58976,3180.0,12195.0,3905.0,60214.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
529,saylurmoon,64605,3176.0,6933.0,,57739.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
530,ZachSoYoked,33145,3174.0,,,25157.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
531,Aryuh,90915,3168.0,,836.0,84197.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
532,Uvids,57849,3168.0,675.0,254.0,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
533,Str8OffDaRip,48493,3166.0,,,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
534,Mediciinal,57114,3165.0,,,28280.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
535,Himburten,55675,3168.0,,3106.0,80184.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
536,LaCajuns_,86102,3164.0,,,111149.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,OGDreezy2x,49034,3159.0,,3140.0,58954.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
538,Gamer4283,45448,3156.0,,1686.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
539,FBkaingaming,110099,3149.0,,135.0,92746.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
540,mr-spice-fb_,33219,3140.0,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
541,Snipereed117,46488,3137.0,2322.0,,46818.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
542,Ciroctane,59854,3134.0,,,84999.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
543,mrsweatytoast,72109,3134.0,4971.0,6277.0,81931.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
544,techr0,59880,3131.0,257.0,,229.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
545,SkeebRS,58001,3130.0,,,12705.0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,ZDG_REZZY,96004,3129.0,,18205.0,156086.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
547,lamGrunt,59489,3131.0,11363.0,2.0,57119.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
548,ParadoxBeamsTV,75063,3128.0,121.0,3773.0,79351.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
549,TheSYLV,39856,3125.0,1030.0,4735.0,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
550,TTVKrspel,50079,3121.0,86.0,2140.0,15.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,SocksTasteOkay,49297,3115.0,274.0,,41425.0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
552,nV_KurpTTV,47487,3115.0,,13475.0,8064.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
553,bblacked_out,35907,3108.0,,2725.0,,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
554,Calypt0,50607,3102.0,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
555,Johnny2Key,30755,3102.0,1050.0,,86.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
556,call me papi376,60340,3119.0,,,,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,The lb iii,27885,3095.0,,7676.0,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
558,xchap,65161,3093.0,3126.0,3309.0,53178.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,OG_JoeRad,65633,3096.0,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
560,DoubLeR9sTTV,47615,3085.0,19330.0,,49491.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
561,RNG_PAIN,50784,3079.0,,,704.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
562,gjaiiardong,44261,3070.0,8600.0,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
563,PV_KILLIN,59036,3066.0,785.0,1670.0,1916.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
564,xiStayBangin,46621,3063.0,1386.0,,47066.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
565,Stlchamp24,63013,3060.0,22689.0,7080.0,101937.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,cryptcr,50768,3058.0,,,247.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
567,DivineBu11et,36100,3056.0,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
568,troythekiller10,49284,3056.0,,,75846.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
569,BulletProofV2,41888,3052.0,,62.0,7.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
570,puggsi,65665,3049.0,,,36614.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
571,IAMTenToesDown,56383,3049.0,1815.0,,1796.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
572,xb1astoise,39927,3044.0,47.0,,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
573,TrapQueenMel,60487,3040.0,,,50421.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
574,Anti SEG,36371,3037.0,6.0,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
575,gsoda5180,53624,3030.0,,,551.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
576,JMS0L0999,63228,3027.0,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
577,istaysloppy,77949,3025.0,296.0,,94560.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
578,MommyKusuri,57697,3025.0,,5904.0,49075.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
579,AdinoTv-_-,85112,3023.0,25740.0,9492.0,125634.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
580,Mizdragunz,32556,3021.0,13.0,3760.0,10895.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
581,FOB_OmariusPrime,53487,3017.0,,,593.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
582,BlackBuddhaaa,53698,3013.0,2091.0,553.0,24891.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
583,U_GOT_EMPED,42320,3008.0,,,10256.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
584,kvrk0,43805,3007.0,2669.0,,38315.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
585,xPeaceMakerOG,75568,3003.0,27327.0,11340.0,23472.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
586,p3rc 3000,84927,3001.0,,,57841.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
587,Just_Kingston_,52284,3000.0,6839.0,7074.0,60872.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
588,@Splixzy,98541,2998.0,391.0,2.0,127093.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
589,TrookoTakesOver,51988,2997.0,,1600.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
590,eternusvia,73211,2992.0,10594.0,2129.0,18789.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
591,BuffWraithPlzTY,58850,2991.0,781.0,114.0,40326.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
592,Zeyquh,45447,2989.0,,7445.0,,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,Stickybudz,47286,2988.0,,,721.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
594,KIngHedaTTV,58287,2985.0,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
